date,firm,n,sd,source,FDP,GRUENE,LINKE,others,SPD,Union,AfD
2016-02-12,Forsa,2501,0.019,NA,6,11,10,6,23,35,9
2016-02-15,"INSA YouGov",2014,0.021,NA,7,11,10,5,23,33,13
2016-02-17,GMS,1009,0.03,NA,5,9,10,4,24,37,11
2016-02-17,Emnid,2409,0.019,NA,4,10,10,5,24,35,12
2016-02-18,"FG Wahlen",1289,0.026,NA,5,10,9,5,25,36,10
2016-02-19,Forsa,2502,0.019,NA,6,10,10,5,24,35,10
2016-02-22,"INSA YouGov",2001,0.021,NA,7,11,10,6,23,33,13
2016-02-24,"Infratest dimap",1028,0.03,NA,6,11,8,5,23,37,10
2016-02-24,Emnid,1978,0.021,NA,5,10,9,5,24,36,11
2016-02-26,Forsa,2503,0.019,NA,6,10,10,6,24,35,9
2016-02-27,"Infratest dimap",1505,0.024,NA,6,10,9,5,23,36,11
2016-02-29,"INSA YouGov",2007,0.021,NA,7,11,11,5,23,33,12
2016-03-02,Emnid,1869,0.022,NA,5,10,10,5,24,35,11
2016-03-04,Forsa,2501,0.019,NA,6,11,9,6,23,35,10
2016-03-07,"INSA YouGov",2011,0.021,NA,7,11,10,6,23,33,12
2016-03-09,Emnid,2340,0.019,NA,5,11,9,4,24,36,11
2016-03-10,Allensbach,1456,0.025,NA,7,10,9,4,25,35,11
2016-03-11,Forsa,2505,0.019,NA,7,10,10,5,22,35,11
2016-03-14,"INSA YouGov",2004,0.02,NA,7,10,11,6,22,32,13
2016-03-16,GMS,1010,0.03,NA,7,10,8,4,21,36,14
2016-03-16,Emnid,2424,0.019,NA,6,13,9,3,22,34,13
2016-03-17,"FG Wahlen",1205,0.027,NA,6,12,8,4,23,35,12
2016-03-18,Forsa,2501,0.019,NA,6,13,8,5,20,35,13
2016-03-21,"INSA YouGov",2022,0.02,NA,7,11,11,5,22,33,12
2016-03-22,"Infratest dimap",1000,0.029,NA,7,12,8,4,22,34,13
2016-03-23,Emnid,2828,0.017,NA,6,13,9,4,22,34,12
2016-03-24,Forsa,2005,0.021,NA,7,13,8,6,20,36,10
2016-03-29,"INSA YouGov",1873,0.021,NA,6,13,11,6,20,32,13
2016-03-30,Emnid,1405,0.025,NA,6,13,8,5,22,33,13
2016-04-01,Forsa,2004,0.021,NA,7,13,8,6,21,35,10
2016-04-04,"INSA YouGov",2036,0.02,NA,8,13,9,6,20,32,13
2016-04-06,"Infratest dimap",1505,0.024,NA,7,13,7,4,21,34,14
2016-04-06,Emnid,2240,0.02,NA,7,13,8,4,22,34,12
2016-04-07,"FG Wahlen",1261,0.026,NA,7,12,7,4,22,36,12
2016-04-08,Forsa,2506,0.019,NA,7,14,9,5,21,34,10
2016-04-11,"INSA YouGov",1997,0.02,NA,8,14,10,6,20,32,13
2016-04-13,Emnid,1941,0.021,NA,7,13,9,5,22,33,11
2016-04-14,Allensbach,1388,0.025,NA,8,11,9,5,23,34,11
2016-04-15,Forsa,2504,0.019,NA,7,13,9,5,21,34,11
2016-04-18,"INSA YouGov",2010,0.02,NA,7,13,10,6,20,32,14
2016-04-20,"Infratest dimap",1011,0.029,NA,7,12,8,5,21,33,14
2016-04-20,GMS,1008,0.029,NA,7,12,9,5,21,35,11
2016-04-20,Emnid,2393,0.019,NA,6,13,9,5,22,33,12
2016-04-21,"FG Wahlen",1226,0.026,NA,7,14,8,4,22,33,12
2016-04-22,Forsa,2502,0.018,NA,8,13,9,5,22,33,10
2016-04-25,"INSA YouGov",2054,0.02,NA,8,14,10,4,20,31,14
2016-04-27,Emnid,2805,0.017,NA,6,12,9,5,22,33,13
2016-04-29,Forsa,2501,0.019,NA,8,13,9,6,21,34,9
2016-05-02,"INSA YouGov",2036,0.02,NA,8,13,10,4,20,32,14
2016-05-03,"Infratest dimap",1503,0.024,NA,6,13,8,5,20,33,15
2016-05-03,Emnid,1838,0.021,NA,6,12,9,5,22,32,14
2016-05-06,Forsa,2002,0.021,NA,8,13,9,5,21,34,10
2016-05-09,"INSA YouGov",2048,0.02,NA,8,13,10,4,20,31,15
2016-05-11,Emnid,1922,0.021,NA,5,13,9,4,23,33,13
2016-05-12,"FG Wahlen",1263,0.026,NA,7,14,8,4,21,33,13
2016-05-12,Allensbach,1474,0.024,NA,8,12,9,5,21,34,13
2016-05-13,Forsa,2501,0.019,NA,7,14,9,6,19,34,11
2016-05-17,"INSA YouGov",1947,0.021,NA,8,13,11,4,20,31,15
2016-05-18,"Infratest dimap",1015,0.029,NA,7,12,9,4,21,32,15
2016-05-18,Emnid,1485,0.024,NA,6,12,9,6,22,32,13
2016-05-20,Forsa,2006,0.021,NA,6,14,9,6,20,33,12
2016-05-23,"INSA YouGov",2022,0.02,NA,7,13,10,5,20,31,15
2016-05-24,Emnid,2881,0.017,NA,6,12,9,5,21,33,14
2016-05-27,Forsa,2502,0.019,NA,6,13,9,7,21,34,10
2016-05-30,"INSA YouGov",2053,0.02,NA,8,13,10,6,19,30,15
2016-06-01,"Infratest dimap",1506,0.024,NA,6,13,9,4,21,32,15
2016-06-01,GMS,1004,0.029,NA,7,13,8,6,21,32,13
2016-06-01,Emnid,1851,0.021,NA,6,13,9,5,22,33,12
2016-06-02,"FG Wahlen",1292,0.026,NA,6,13,9,5,21,33,13
2016-06-03,Forsa,2501,0.019,NA,7,13,10,5,21,34,10
2016-06-06,"INSA YouGov",2032,0.02,NA,8,13,11,6,19,30,14
2016-06-09,Allensbach,1396,0.025,NA,8,12,9,5,21,34,12
2016-06-10,Forsa,2505,0.018,NA,6,13,10,6,21,33,11
2016-06-13,"INSA YouGov",2047,0.02,NA,8,12,11,6,20,30,14
2016-06-15,"Infratest dimap",1000,0.029,NA,7,14,9,4,21,31,14
2016-06-15,Emnid,2744,0.018,NA,6,13,9,5,22,33,12
2016-06-17,Forsa,2503,0.018,NA,6,13,9,7,21,33,11
2016-06-20,"INSA YouGov",2017,0.02,NA,7,13,11,5,20,31,13
2016-06-22,Emnid,1905,0.021,NA,6,13,9,5,23,32,12
2016-06-23,"FG Wahlen",1224,0.027,NA,6,12,9,5,22,34,12
2016-06-24,Forsa,2501,0.019,NA,6,12,9,7,22,34,10
2016-06-27,"INSA YouGov",2054,0.02,NA,8,13,11,5,19,30,14
2016-06-29,Emnid,1936,0.021,NA,6,12,10,5,23,33,11
2016-07-01,Forsa,2504,0.019,NA,6,13,10,6,21,35,9
2016-07-04,"INSA YouGov",2001,0.02,NA,8,12,10,5,21,30,15
2016-07-06,"Infratest dimap",1504,0.024,NA,6,13,9,4,22,34,12
2016-07-06,Emnid,1402,0.025,NA,5,13,9,5,23,35,10
2016-07-07,"FG Wahlen",1320,0.026,NA,6,13,9,4,23,34,11
2016-07-08,Forsa,2503,0.019,NA,6,12,9,6,23,36,8
2016-07-11,"INSA YouGov",2034,0.02,NA,8,12,11,6,21,31,13
2016-07-13,"Infratest dimap",1037,0.029,NA,6,14,8,5,22,33,12
2016-07-13,GMS,1005,0.029,NA,7,13,9,6,22,34,9
2016-07-13,Emnid,1973,0.021,NA,5,12,9,5,24,35,10
2016-07-14,Allensbach,1466,0.025,NA,7,12,10,4,23,36,10
2016-07-15,Forsa,2502,0.019,NA,7,12,9,6,22,35,9
2016-07-18,"INSA YouGov",2038,0.02,NA,7,12,12,6,21,32,11
2016-07-20,Emnid,1870,0.022,NA,5,12,10,5,23,35,10
2016-07-21,"FG Wahlen",1271,0.026,NA,5,13,8,4,24,35,11
2016-07-22,Forsa,2508,0.019,NA,6,13,9,6,22,35,9
2016-07-25,"INSA YouGov",2049,0.02,NA,7,12,12,5,22,32,12
2016-07-27,Emnid,2815,0.018,NA,5,11,9,5,23,35,12
2016-07-29,Forsa,2508,0.019,NA,6,12,9,6,23,35,9
2016-08-01,"INSA YouGov",1973,0.021,NA,7,11,11,6,21,32,13
2016-08-03,"Infratest dimap",1503,0.024,NA,5,13,9,5,22,34,12
2016-08-03,Emnid,2815,0.017,NA,6,12,10,5,22,34,11
2016-08-05,Forsa,2501,0.019,NA,5,13,10,6,21,36,9
2016-08-08,"INSA YouGov",2056,0.02,NA,7,12,12,5,21,32,13
2016-08-08,Emnid,1838,0.022,NA,6,14,9,5,21,34,11
2016-08-10,Emnid,2352,0.019,NA,6,12,10,5,22,34,11
2016-08-11,"FG Wahlen",1221,0.027,NA,6,13,9,4,22,35,11
2016-08-12,Forsa,2501,0.019,NA,6,13,9,6,21,36,9
2016-08-15,"INSA YouGov",2046,0.02,NA,7,11,12,6,21,31,14
2016-08-17,Emnid,2358,0.019,NA,5,13,9,6,23,34,10
2016-08-17,Allensbach,1496,0.024,NA,8,12,9,5,23,35,10
2016-08-19,Forsa,2504,0.019,NA,6,12,9,6,22,35,10
2016-08-22,"INSA YouGov",2020,0.02,NA,7,12,11,6,21,31,14
2016-08-24,"Infratest dimap",1008,0.029,NA,5,12,9,6,22,33,13
2016-08-24,Emnid,1981,0.021,NA,5,12,10,6,22,34,11
2016-08-26,Forsa,2503,0.018,NA,6,12,9,6,22,33,12
2016-08-29,"INSA YouGov",2013,0.02,NA,7,12,11,5,21,31,15
2016-08-31,"Infratest dimap",1504,0.024,NA,5,11,9,5,23,33,14
2016-08-31,Emnid,1966,0.021,NA,6,11,9,5,23,34,12
2016-09-02,IPSOS,1063,0.028,NA,7,12,10,4,22,32,13
2016-09-02,Forsa,2501,0.018,NA,7,12,8,6,22,33,12
2016-09-05,"INSA YouGov",2071,0.02,NA,7,12,10,6,22,31,15
2016-09-07,Emnid,2423,0.019,NA,6,11,9,5,23,33,13
2016-09-09,Forsa,2501,0.018,NA,6,11,8,7,23,32,13
2016-09-12,"INSA YouGov",2035,0.02,NA,7,11,10,5,22,31,15
2016-09-13,IPSOS,1060,0.028,NA,6,11,9,5,22,33,15
2016-09-14,GMS,1010,0.029,NA,7,11,8,5,23,33,13
2016-09-14,Emnid,2780,0.017,NA,5,11,9,5,24,32,14
2016-09-15,Allensbach,1407,0.025,NA,7,11,7,5,24,34,13
2016-09-16,Forsa,2504,0.018,NA,6,11,8,6,23,33,13
2016-09-19,"INSA YouGov",2069,0.02,NA,7,11,10,5,22,30,15
2016-09-21,"Infratest dimap",1018,0.029,NA,6,12,8,4,22,32,16
2016-09-21,Emnid,2798,0.017,NA,6,11,9,5,23,32,14
2016-09-22,"FG Wahlen",1241,0.026,NA,5,13,10,4,22,33,13
2016-09-23,Forsa,2506,0.018,NA,6,10,9,5,23,33,14
2016-09-26,"INSA YouGov",2048,0.02,NA,7,10,11,6,21,30,16
2016-09-28,Emnid,1939,0.021,NA,7,11,10,5,23,32,12
2016-09-29,IPSOS,1043,0.029,NA,6,10,9,5,22,33,15
2016-09-30,Forsa,2503,0.018,NA,6,11,10,5,22,33,13
2016-10-03,"INSA YouGov",2049,0.02,NA,7,12,12,4,21,30,15
2016-10-05,"Infratest dimap",1503,0.024,NA,6,11,9,5,22,33,14
2016-10-05,Emnid,1866,0.021,NA,6,12,10,5,23,32,12
2016-10-07,Forsa,2004,0.021,NA,6,11,10,5,22,34,12
2016-10-10,IPSOS,1050,0.028,NA,6,11,9,4,22,33,15
2016-10-10,"INSA YouGov",2085,0.02,NA,7,11,12,4,22,30,15
2016-10-12,GMS,1003,0.029,NA,7,12,10,3,21,34,13
2016-10-12,Emnid,2827,0.017,NA,6,11,9,5,24,32,13
2016-10-13,"FG Wahlen",1188,0.027,NA,5,12,10,4,22,34,13
2016-10-13,Allensbach,1458,0.024,NA,8,12,9,4,22,33,13
2016-10-14,Forsa,2505,0.019,NA,6,11,9,6,22,34,12
2016-10-17,"INSA YouGov",2077,0.02,NA,7,12,13,5,22,30,14
2016-10-19,"Infratest dimap",1018,0.029,NA,5,12,9,5,22,33,14
2016-10-19,Emnid,1961,0.021,NA,5,11,10,5,23,33,13
2016-10-21,Forsa,2504,0.019,NA,6,11,9,5,22,35,12
2016-10-24,IPSOS,1046,0.028,NA,6,11,9,5,22,33,14
2016-10-24,"INSA YouGov",2043,0.02,NA,6,12,12,4,23,31,14
2016-10-26,Emnid,1840,0.022,NA,5,11,10,5,23,34,12
2016-10-27,"FG Wahlen",1287,0.026,NA,5,12,10,5,23,33,12
2016-10-28,Forsa,2503,0.019,NA,7,11,10,5,22,34,11
2016-11-02,"INSA YouGov",2037,0.02,NA,7,11,12,5,23,31,13
2016-11-02,"Infratest dimap",1505,0.024,NA,6,12,9,5,22,33,13
2016-11-02,GMS,1012,0.029,NA,7,11,11,4,22,33,12
2016-11-02,Emnid,1678,0.023,NA,5,11,10,6,22,34,12
2016-11-04,Forsa,2503,0.019,NA,6,11,10,5,23,34,11
2016-11-07,"INSA YouGov",2045,0.02,NA,7,11,11,6,22,31,14
2016-11-08,IPSOS,1044,0.029,NA,6,11,9,5,23,33,13
2016-11-09,Emnid,2782,0.018,NA,5,11,10,5,23,34,12
2016-11-10,"FG Wahlen",1276,0.026,NA,5,13,10,4,22,34,12
2016-11-10,Allensbach,1436,0.025,NA,8,11,9,5,23,34,11
2016-11-11,Forsa,2503,0.019,NA,6,11,10,5,23,35,10
2016-11-14,"INSA YouGov",2037,0.02,NA,7,11,12,5,23,30,15
2016-11-16,"Infratest dimap",1014,0.029,NA,6,13,9,5,23,32,12
2016-11-16,Emnid,2859,0.017,NA,5,12,9,4,24,33,13
2016-11-18,Forsa,2505,0.019,NA,5,10,10,6,23,36,10
2016-11-21,IPSOS,1042,0.029,NA,6,11,9,4,23,33,14
2016-11-21,"INSA YouGov",2030,0.02,NA,6,11,11,5,22,32,15
2016-11-23,Emnid,2426,0.019,NA,5,11,9,5,23,35,12
2016-11-24,"FG Wahlen",1258,0.027,NA,5,11,10,4,21,36,13
2016-11-25,Forsa,2503,0.019,NA,5,10,9,6,22,37,11
2016-11-28,"INSA YouGov",2097,0.02,NA,6,10,12,5,22,33,14
2016-11-30,Emnid,2658,0.018,NA,5,11,10,3,22,37,12
2016-12-02,Forsa,2501,0.019,NA,6,11,10,5,22,36,10
2016-12-05,"INSA YouGov",2080,0.02,NA,5,11,12,5,23,32,14
2016-12-06,IPSOS,1054,0.029,NA,6,11,10,4,22,34,13
2016-12-07,"Infratest dimap",1504,0.024,NA,5,11,9,5,22,35,13
2016-12-07,Emnid,2426,0.019,NA,5,10,10,4,22,36,13
2016-12-08,"FG Wahlen",1234,0.027,NA,5,10,10,5,22,36,12
2016-12-09,Forsa,2506,0.019,NA,6,10,9,6,21,37,11
2016-12-12,"INSA YouGov",1455,0.024,NA,6,12,12,5,22,32,13
2016-12-14,"Infratest dimap",1005,0.03,NA,6,10,9,5,21,36,13
2016-12-14,Emnid,2411,0.019,NA,5,11,10,4,22,36,12
2016-12-15,Allensbach,1459,0.025,NA,8,10,10,5,22,36,11
2016-12-16,Forsa,2502,0.019,NA,6,10,9,6,22,36,11
2016-12-19,"INSA YouGov",2116,0.02,NA,7,10,12,5,22,33,13
2016-12-20,IPSOS,1045,0.029,NA,6,10,11,5,22,33,13
2016-12-21,Emnid,2326,0.02,NA,6,10,10,4,21,36,13
2016-12-23,"INSA YouGov",2083,0.02,NA,6,10,12,5,21,32,16
2016-12-23,Forsa,2504,0.019,NA,5,10,9,6,20,38,12
2016-12-30,Forsa,2001,0.021,NA,6,10,9,5,21,37,12
2017-01-04,"Infratest dimap",1505,0.024,NA,5,9,9,5,20,37,15
2017-01-04,GMS,1006,0.03,NA,7,10,10,4,20,36,13
2017-01-05,Emnid,834,0.033,NA,5,10,9,4,22,38,12
2017-01-06,Forsa,2501,0.019,NA,6,10,9,6,20,37,12
2017-01-09,IPSOS,1054,0.029,NA,5,10,10,5,22,34,14
2017-01-09,"INSA YouGov",2054,0.02,NA,7,9,11,5,21,32,15
2017-01-11,Emnid,1878,0.022,NA,6,10,10,4,21,37,12
2017-01-12,"FG Wahlen",1292,0.026,NA,6,10,9,5,21,36,13
2017-01-13,Forsa,2503,0.019,NA,6,9,9,6,21,38,11
2017-01-16,"INSA YouGov",2031,0.021,NA,8,9,11,5,21,34,14
2017-01-16,Civey,5014,0.025,http://www.spiegel.de/politik/deutschland/umfrage-spon-wahltrend-update-union-stark-gruene-und-linke-verlieren-a-1130308.html,6.4,9.9,9.4,4.4,20.5,36.1,13.3
2017-01-18,Emnid,2805,0.018,NA,6,9,11,5,21,36,12
2017-01-19,Allensbach,1441,0.025,NA,7,9,10,4,23,36,12
2017-01-20,Forsa,2504,0.019,NA,6,10,9,5,21,37,12
2017-01-23,IPSOS,1046,0.029,NA,5,11,10,4,23,34,13
2017-01-23,"INSA YouGov",1992,0.021,NA,8,9,11,5,21,33,15
2017-01-23,Civey,5028,0.025,http://www.spiegel.de/politik/deutschland/umfrage-spon-wahltrend-frauen-waehlen-union-maenner-die-spd-a-1131405.html,6.2,9.3,9.5,4.3,20.4,37.1,13.2
2017-01-25,"Infratest dimap",1029,0.029,NA,6,9,8,5,23,35,14
2017-01-25,Emnid,1996,0.021,NA,6,10,10,3,23,37,11
2017-01-26,"FG Wahlen",1303,0.026,NA,6,8,10,5,24,36,11
2017-01-27,Forsa,2502,0.019,NA,6,8,9,5,26,35,11
2017-01-30,"INSA YouGov",2088,0.02,NA,7,8,11,4,26,33,13
2017-01-30,Civey,5014,0.025,http://www.spiegel.de/politik/deutschland/martin-schulz-ueberholt-angela-merkel-bei-umfrage-spd-legt-zu-a-1132934.html,6.4,8.6,9.1,4.5,23.1,36.2,12.1
2017-01-31,"Trend Research Hamburg",854,0.031,NA,6,7,9,5,30,30,13
2017-02-01,INSA/BILD,1003,0.029,NA,6,9,9,4,27,33,12
2017-02-01,"Infratest dimap",1506,0.024,NA,6,8,8,4,28,34,12
2017-02-02,Emnid,2233,0.02,NA,6,8,8,5,29,33,11
2017-02-03,Forsa,2501,0.019,NA,5,8,8,4,31,34,10
2017-02-05,IPSOS,1046,0.028,NA,5,8,9,4,29,33,12
2017-02-06,"INSA YouGov",2042,0.02,NA,6,7,10,4,31,30,12
2017-02-07,Civey,5025,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-mehrheit-zweifelt-an-anhaltendem-schulz-effekt-a-1133462.html,6.4,8.3,8.5,4.3,27.2,34,11.3
2017-02-08,GMS,1009,0.029,NA,6,9,8,4,29,33,11
2017-02-08,Emnid,1966,0.021,NA,6,7,8,4,32,33,10
2017-02-10,Forsa,2502,0.019,NA,5,7,8,6,31,34,9
2017-02-13,"INSA YouGov",2028,0.02,NA,5,7,10,5,31,30,12
2017-02-15,Emnid,1885,0.021,NA,6,7,8,5,33,32,9
2017-02-15,Allensbach,1542,0.023,NA,7,8,8,5,31,33,9
2017-02-16,"FG Wahlen",1231,0.026,NA,6,9,7,4,30,34,10
2017-02-17,Forsa,2502,0.019,NA,6,7,8,6,31,34,8
2017-02-20,IPSOS,1045,0.028,NA,5,7,10,4,30,32,12
2017-02-20,"INSA YouGov",2030,0.02,NA,6,7,10,6,30,32,11
2017-02-20,Civey,5011,0.025,http://www.spiegel.de/politik/deutschland/martin-schulz-und-die-spd-legen-nicht-weiter-zu-spon-wahltrend-update-a-1135540.html,6.5,7.9,8.4,4.4,28.7,34.1,10
2017-02-22,"Infratest dimap",1047,0.028,NA,6,8,7,5,32,31,11
2017-02-22,Emnid,1880,0.021,NA,7,7,8,5,32,32,9
2017-02-24,Forsa,2500,0.018,NA,7,8,7,5,31,33,9
2017-02-27,"INSA YouGov",2004,0.02,NA,7,7,8,5,32,31,11
2017-02-27,Civey,5012,0.025,http://www.spiegel.de/politik/deutschland/spd-gewinnt-an-zustimmung-kleine-parteien-verlieren-wahltrend-update-a-1136629.html,6.4,7.1,8.1,4.3,31.4,34.3,8.4
2017-03-01,Emnid,1403,0.025,NA,6,7,8,4,32,33,10
2017-03-03,Forsa,2502,0.018,NA,6,8,7,6,32,33,8
2017-03-06,Ipsos,1058,0.028,NA,6,8,9,4,29,33,11
2017-03-06,"INSA YouGov",2022,0.02,NA,7.5,6.5,8.5,4.5,31.5,30.5,11
2017-03-06,Civey,5006,0.013,http://www.spiegel.de/politik/deutschland/spd-bleibt-knapp-hinter-der-union-wahltrend-update-a-1137606.html,7,6.7,7.6,4.5,31.2,33.6,9.4
2017-03-08,"Infratest dimap",1502,0.024,NA,6,8,8,4,31,32,11
2017-03-08,Emnid,1882,0.021,NA,6,7,8,5,33,33,8
2017-03-09,"FG Wahlen",1212,0.027,NA,5,7,8,5,32,34,9
2017-03-10,Forsa,2505,0.018,NA,6,7,7,6,32,33,9
2017-03-10,Civey,5017,0.025,http://www.spiegel.de/politik/updateumfragen/spd-konstant-ueber-30-prozent-afd-und-linke-im-osten-stark-spon-wahltrend-a-1138683.html,6.7,6.8,7.1,4.2,31.4,33.5,10.3
2017-03-13,"INSA YouGov",2051,0.02,NA,7,6.5,8.5,4.5,31,31,11.5
2017-03-13,Civey,5016,0.025,http://www.spiegel.de/politik/deutschland/update-der-spon-wahltrend-spd-legt-weiter-zu-gruene-linke-afd-verlieren-a-1134466.html,6.2,7.7,8.3,4.4,29.3,33.1,11
2017-03-15,Emnid,1832,0.022,NA,5,8,8,5,32,33,9
2017-03-17,Forsa,2504,0.019,NA,6,7,7,6,31,34,9
2017-03-19,Allensbach,1397,0.025,NA,6.5,7.5,8,4,33,34,7
2017-03-20,IPSOS,1055,0.028,NA,6,8,8,4,30,33,11
2017-03-20,"INSA YouGov",1933,0.021,NA,6.5,6.5,8.5,4,32,31,11.5
2017-03-21,Civey,5030,0.025,http://www.spiegel.de/politik/updateumfragen/umfrage-spon-wahltrend-100-prozent-ergebnis-von-martin-schulz-zeigt-wirkung-a-1139801.html,6.1,6.7,7.6,4.3,33.1,32.2,10
2017-03-22,"Infratest dimap",1023,0.029,NA,6,8,7,4,32,32,11
2017-03-22,GMS,1008,0.029,NA,6,8,8,4,31,34,9
2017-03-22,Emnid,2450,0.019,NA,5,8,8,4,33,33,9
2017-03-24,Forsa,2501,0.019,NA,6,7,8,6,32,34,7
2017-03-27,"INSA YouGov",2034,0.02,NA,6,6.5,8.5,4,32,32,11
2017-03-27,Civey,7524,0.025,http://www.spiegel.de/politik/updateumfragen/umfrage-spon-wahltrend-union-und-spd-verharren-im-patt-a-1140762.html,6.2,6.9,7.1,4.5,32.5,32.8,10
2017-03-29,Emnid,2416,0.019,NA,6,7,8,5,33,33,8
2017-03-31,Forsa,2504,0.019,NA,5,7,9,6,29,36,8
2017-04-03,IPSOS,1046,0.029,NA,5,8,8,5,30,34,10
2017-04-03,"INSA YouGov",2033,0.02,NA,6.5,6.5,9,4.5,32.5,32,9
2017-04-03,Civey,7544,0.025,NA,6.5,6.8,7.9,4.4,31.9,34.3,8.2
2017-04-05,Emnid,1958,0.021,NA,5,7,8,3,33,35,9
2017-04-06,"FG Wahlen",1384,0.025,NA,5,7,8,4,32,35,9
2017-04-07,Forsa,2502,0.019,NA,6,7,8,5,30,36,8
2017-04-10,"INSA YouGov",2030,0.02,NA,6.5,6.5,8.5,4,31.5,33,10
2017-04-10,Civey,7544,0.025,http://www.spiegel.de/politik/deutschland/cdu-und-csu-setzen-sich-wieder-von-spd-ab-spon-wahltrend-a-1142801.html,5.8,7,8.6,4.4,30.1,35.1,9
2017-04-12,"Infratest dimap",1502,0.024,NA,6,8,7,3,31,34,11
2017-04-12,Emnid,2436,0.019,NA,6,7,9,3,31,35,9
2017-04-13,Forsa,2007,0.021,NA,6,6,9,5,30,36,8
2017-04-13,Allensbach,1407,0.025,NA,6,7,9,4,31,36,7
2017-04-17,Civey,7549,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-union-deutlich-vor-spd-afd-erholt-sich-a-1143743.html,6.3,7.2,8.7,4.1,29.8,34.4,9.5
2017-04-18,IPSOS,1056,0.029,NA,5,7,8,5,30,35,10
2017-04-18,"INSA YouGov",2038,0.021,NA,6.5,6,9,4,30.5,34,10
2017-04-19,"Infratest dimap",934,0.031,NA,6,7,8,4,30,35,10
2017-04-19,Emnid,1412,0.025,NA,5,6,9,4,31,36,9
2017-04-21,Forsa,2002,0.021,NA,6,7,8,4,30,36,9
2017-04-24,"INSA YouGov",2041,0.021,NA,6.5,6.5,9.5,3.5,30,34,10
2017-04-25,Civey,7557,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-afd-umfragewerte-bleiben-unter-zehn-prozent-a-1144756.html,6.2,6.8,8.6,4.2,30.3,34.7,9.2
2017-04-26,Emnid,2439,0.019,NA,6,7,9,4,29,36,9
2017-04-27,"FG Wahlen",1328,0.026,NA,6,8,9,3,29,37,8
2017-04-28,Forsa,2502,0.019,NA,7,8,8,5,28,36,8
2017-05-02,YouGov,1957,0.021,NA,7,7,9,5,28,35,9
2017-05-02,IPSOS,1059,0.029,NA,5,7,8,5,30,36,9
2017-05-02,"INSA YouGov",2035,0.021,NA,7,6.5,10.5,4.5,28.5,34,9
2017-05-02,Civey,7566,0.025,http://www.spiegel.de/politik/updateumfragen/spd-verliert-den-anschluss-an-die-union-spon-wahltrend-a-1145699.html,6.5,7.5,8.9,4.1,28.5,35.6,8.9
2017-05-03,GMS,1004,0.03,NA,7,7,8,4,29,36,9
2017-05-03,Emnid,1935,0.021,NA,6,7,9,5,28,36,9
2017-05-05,Forsa,2004,0.021,NA,7,7,8,6,29,36,7
2017-05-08,"INSA YouGov",2067,0.021,NA,7,7,10,4,27,35,10
2017-05-09,Civey,7518,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-union-eilt-der-spd-davon-a-1146784.html,6.3,6.5,8.5,4.6,26.9,38,9.2
2017-05-10,"Infratest dimap",1500,0.024,NA,8,8,7,3,27,37,10
2017-05-10,Emnid,1837,0.022,NA,6,8,10,4,27,37,8
2017-05-11,YouGov,2010,0.021,NA,9,7,8,5,25,37,9
2017-05-12,Forsa,2506,0.019,NA,8,7,8,6,26,38,7
2017-05-14,IPSOS,1049,0.029,NA,6,7,8,5,29,37,8
2017-05-15,"INSA YouGov",2037,0.021,NA,8,6,9,4,27,36,10
2017-05-16,Civey,7560,0.025,http://www.spiegel.de/politik/deutschland/spon-wahltrend-afd-verliert-grosse-parteien-bleiben-stabil-a-1147881.html,6.8,7,9.3,4.1,26.7,38.3,7.8
2017-05-17,YouGov,2000,0.021,NA,9,7,9,3,25,38,9
2017-05-17,"Infratest dimap",1017,0.03,NA,9,8,6,4,26,38,9
2017-05-17,Emnid,2413,0.019,NA,7,7,9,5,26,38,8
2017-05-18,"FG Wahlen",1344,0.026,NA,8,7,9,4,27,38,7
2017-05-19,Forsa,2502,0.019,NA,9,7,8,5,25,39,7
2017-05-19,Allensbach,1457,0.025,NA,9,8,8,4,26,37,8
2017-05-22,"INSA YouGov",2042,0.021,NA,9.5,6,10,4,26,36.5,8
2017-05-22,Civey,7539,0.025,http://www.spiegel.de/politik/deutschland/cdu-csu-und-fdp-legen-weiter-zu-spon-wahltrend-a-1148920.html,7.7,7.1,8.7,4.9,26.2,37.7,7.7
2017-05-23,Emnid,1703,0.023,NA,8,8,8,5,25,38,8
2017-05-26,Forsa,2001,0.021,NA,9,7,8,6,25,38,7
2017-05-29,IPSOS,1093,0.029,NA,7,7,8,4,28,38,8
2017-05-29,"INSA YouGov",2053,0.021,NA,10,6,10,3.5,26,35.5,9
2017-05-29,Civey,7563,0.025,http://www.spiegel.de/politik/deutschland/spd-cdu-und-gruene-verlieren-fdp-holt-weiter-auf-spon-wahltrend-a-1149732.html,8.8,7.4,8.7,4.4,25,36.9,8.8
2017-05-31,YouGov,2040,0.021,NA,9,8,10,4,23,37,9
2017-05-31,GMS,1016,0.03,NA,10,8,8,4,23,39,8
2017-05-31,Emnid,1838,0.022,NA,7,7,8,5,27,38,8
2017-06-01,Forsa,1301,0.027,NA,8,7,9,4,25,39,8
2017-06-01,"FG Wahlen",1301,0.027,NA,8,7,9,4,25,39,8
2017-06-02,Forsa,2501,0.019,NA,8,8,8,6,24,39,7
